Module,Submodule,Key,English,Marathi,Hindi,Odiya,Telugu,Kannada,Tamil,Gujarati,Urdu
CERTIFICATES,,ISSUED_CERTIFICATE_SUCCESSFULLY,Issued Certificate Successfully,प्रमाणपत्र यशस्वीरित्या जारी केले,सर्टिफिकेट सफलतापूर्वक जारी किया गया,ସଫଳଭାବରେ ସର୍ଟିଫିକେଟ୍ ଦିଆଗଲା,సర్టిఫికెట్ విజయవంతంగా జారీ చేయబడింది,ಪ್ರಮಾಣಪತ್ರವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನೀಡಲಾಗಿದೆ,சான்றிதழ் வெற்றிகரமாக வழங்கப்பட்டது,પ્રમાણપત્ર સફળતાપૂર્વક જારી કરો,سرٹیفکیٹ کامیابی کے ساتھ جاری کیا گیا۔
CERTIFICATES,,REISSUED_CERTIFICATE_SUCCESSFULLY,Reissued Certificate Successfully,प्रमाणपत्र यशस्वीरित्या पुन्हा जारी केले,सर्टिफिकेट फिर से जारी किया गया,ସଫଳଭାବରେ ପୁନଃ ସର୍ଟିଫିକେଟ୍ ଦିଆଗଲା,సర్టిఫికెట్ విజయవంతంగా తిరిగి జారీ చేయబడింది,ಪ್ರಮಾಣಪತ್ರವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನೀಡಲಾಗಿದೆ,சான்றிதழ் வெற்றிகரமாக மீண்டும் வழங்கப்பட்டது,પ્રમાણપત્ર ફરીથી જારી કરો,سرٹیفکیٹ کامیابی کے ساتھ دوبارہ جاری کر دیا گیا۔
CERTIFICATES,,REISSUED_CERTIFICATE_FAILED,Failed to Reissued Certificate,प्रमाणपत्र पुन्हा जारी करण्यात अयशस्वी,सर्टिफिकेट फिर से जारी करने में विफल,ସର୍ଟିଫିକେଟ୍ ପୁନଃ ଦେବାରେ ବିଫଳ,సర్టిఫికెట్ తిరిగి జారీ చేయడంలో విఫలమైంది,ಪ್ರಮಾಣಪತ್ರವನ್ನು ಮರುವಿತರಿಸಲಾಗಿದೆ,சான்றிதழை மீண்டும் வழங்க முடியவில்லை,પ્રમાણપત્ર ફરીથી જારી કરવામાં નિષ્ફળ,دوبارہ جاری کردہ سرٹیفکیٹ میں ناکام
CERTIFICATES,,ISSUE_CERTIFICATE_ALERT,Are you sure you want to issue a certificate for the following details?,तुम्ही खालील तपशीलांसाठी प्रमाणपत्र जारी करू इच्छिता का?,क्या आप निश्चित हैं कि आप निम्नलिखित विवरणों के लिए सर्टिफिकेट जारी करना चाहते हैं?,ଆପଣ ନିଶ୍ଚିତ କି ନିମ୍ନଲିଖିତ ବିବରଣୀ ପାଇଁ ସର୍ଟିଫିକେଟ୍ ଦେବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు ఈ క్రింది వివరాల కోసం సర్టిఫికెట్‌ను జారీ చేయాలనుకుంటున్నారా?,ಈ ಕೆಳಗಿನ ವಿವರಗಳಿಗೆ ಪ್ರಮಾಣಪತ್ರ ನೀಡಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,பின்வரும் விவரங்களுக்கு சான்றிதழை வழங்க விரும்புகிறீர்களா?,શું તમે ખરેખર નીચેની વિગતો માટે પ્રમાણપત્ર જારી કરવા માંગો છો?,کیا آپ واقعی درج ذیل تفصیلات کے لیے سرٹیفکیٹ جاری کرنا چاہتے ہیں؟
CERTIFICATES,,REISSUE_CERTIFICATE_ALERT,Are you sure you want to reissue a certificate for the following details?,तुम्ही खालील तपशीलांसाठी प्रमाणपत्र पुन्हा जारी करू इच्छिता का?,क्या आप निश्चित हैं कि आप निम्नलिखित विवरणों के लिए सर्टिफिकेट फिर से जारी करना चाहते हैं?,ଆପଣ ନିଶ୍ଚିତ କି ନିମ୍ନଲିଖିତ ବିବରଣୀ ପାଇଁ ପୁନଃ ସର୍ଟିଫିକେଟ୍ ଦେବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు ఈ క్రింది వివరాల కోసం సర్టిఫికెట్‌ను తిరిగి జారీ చేయాలనుకుంటున్నారా?,ಈ ಕೆಳಗಿನ ವಿವರಗಳಿಗೆ ಪ್ರಮಾಣಪತ್ರವನ್ನು ಮರು ನೀಡಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,பின்வரும் விவரங்களுக்கு சான்றிதழை மீண்டும் வழங்க விரும்புகிறீர்களா?,શું તમે ખરેખર નીચેની વિગતો માટે પ્રમાણપત્ર ફરીથી જારી કરવા માંગો છો?,کیا آپ واقعی درج ذیل تفصیلات کے لیے سرٹیفکیٹ دوبارہ جاری کرنا چاہتے ہیں؟
CERTIFICATES,,FIRST_NAME,First Name:,पहिले नाव:,पहला नाम:,ପ୍ରଥମ ନାମ:,మొదటి పేరు:,ಮೊದಲ ಹೆಸರು:,முதல் பெயர்:,પ્રથમ નામ:,پہلا نام:
CERTIFICATES,,MIDDLE_NAME,Middle Name:,मधले नाव:,मध्यम नाम:,ମଧ୍ୟମ ନାମ:,మధ్య పేరు:,ಮಧ್ಯದ ಹೆಸರು:,இடைப்பெயர்:,મધ્યમ નામ:,درمیانی نام:
CERTIFICATES,,LAST_NAME,Last Name:,आखिरी नाव:,अंतिम नाम:,ଶେଷ ନାମ:,చివరి పేరు:,ಕೊನೆಯ ಹೆಸರು:,கடைசி பெயர்:,છેલ્લું નામ:,آخری نام:
CERTIFICATES,,COURSE_NAME,Course Name:,कोर्सचे नाव:,कोर्स का नाम:,ପାଠ୍ୟକ୍ରମର ନାମ:,కోర్సు పేరు:,ಕೋರ್ಸ್ ಹೆಸರು:,பாடநெறி பெயர்:,અભ્યાસક્રમનું નામ:,کورس کا نام:
CERTIFICATES,,REISSUE_CERTIFICATE_CONFIRMATION,Reissue certificate confirmation,प्रमाणपत्र पुन्हा जारी करण्याची पुष्टी,सर्टिफिकेट फिर से जारी करने की पुष्टि,ସର୍ଟିଫିକେଟ୍ ପୁନଃ ଦେବାର ନିଶ୍ଚିତି,పునః జారీ సర్టిఫికెట్ నిర్ధారణ,ಪ್ರಮಾಣಪತ್ರವನ್ನು ಮರು ನೀಡಿಕೆ ದೃಢೀಕರಣ,சான்றிதழை மீண்டும் வழங்கும் உறுதிப்படுத்தல்,પ્રમાણપત્ર પુષ્ટિકરણ ફરીથી જારી કરો,تصدیق نامہ دوبارہ جاری کریں۔
CERTIFICATES,,ISSUE_CERTIFICATE_CONFIRMATION,Issue certificate confirmation,प्रमाणपत्र जारी करण्याची पुष्टी,सर्टिफिकेट जारी करने की पुष्टि,ସର୍ଟିଫିକେଟ୍ ପ୍ରଦାନ ନିଶ୍ଚିତି,జారీ సర్టిఫికెట్ నిర్ధారణ,ಪ್ರಮಾಣಪತ್ರ ದೃಢೀಕರಣ,சான்றிதழ் வழங்கும் உறுதிப்படுத்தல்,પ્રમાણપત્ર પુષ્ટિકરણ જારી કરો,سرٹیفکیٹ کی تصدیق جاری کریں۔
CERTIFICATES,,COURSE_CERTIFICATE,Course certificate,कोर्स प्रमाणपत्र,कोर्स सर्टिफिकेट,କୋର୍ସ ସର୍ଟିଫିକେଟ୍,కోర్సు సర్టిఫికెట్,ಕೋರ್ಸ್ ಪ್ರಮಾಣಪತ್ರ,பாடநெறி சான்றிதழ்,અભ્યાસક્રમ પ્રમાણપત્ર,کورس کا سرٹیفکیٹ
CERTIFICATES,,DOWNLOAD,Ceritificate Download,प्रमाणपत्र डाउनलोड करा,सर्टिफिकेट डाउनलोड करें,ସର୍ଟିଫିକେଟ୍ ଡାଉନଲୋଡ୍,సర్టిఫికేట్ డౌన్‌లోడ్,ಪ್ರಮಾಣಪತ್ರ ಡೌನ್‌ಲೋಡ್,சான்றிதழைப் பதிவிறக்கவும்,પ્રમાણપત્ર ડાઉનલોડ કરો,سرٹیفکیٹ ڈاؤن لوڈ کریں۔
CERTIFICATES,,DOWNLOAD_CERTIFICATE_SUCCESSFULLY,Download Certificate Successfully,प्रमाणपत्र यशस्वीरित्या डाउनलोड केले,सर्टिफिकेट सफलतापूर्वक डाउनलोड करें,ସଫଳଭାବରେ ସର୍ଟିଫିକେଟ୍ ଡାଉନଲୋଡ୍ ହେଲା,సర్టిఫికెట్‌ను విజయవంతంగా డౌన్‌లోడ్ చేసుకోండి,ಪ್ರಮಾಣಪತ್ರವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಡೌನ್‌ಲೋಡ್ ಮಾಡಿ,சான்றிதழ் வெற்றிகரமாகப் பதிவிறக்கப்பட்டது,પ્રમાણપત્ર સફળતાપૂર્વક ડાઉનલોડ કરો,سرٹیفکیٹ کامیابی کے ساتھ ڈاؤن لوڈ کریں۔
MENTOR,,NEW_MENTOR,New Mentor,नवीन मेंटर,नया मेंटर,ନୂତନ ମେଣ୍ଟର,కొత్త మెంటర్,ಹೊಸ ಮೆಂಟರ್ ,புதிய வழிகாட்டி,નવા માર્ગદર્શક,نیا سرپرست
MENTOR,,NEW_MENTOR_LEAD,New Central Head,नवीन मेंटर लीड,नया मेंटर लीड,ନୂତନ ମେଣ୍ଟର ଲିଡ୍,కొత్త మెంటర్ లీడ్,ಹೊಸ ಸೆಂಟರ್ ಹೆಡ್ ,புதிய வழிகாட்டி தலைவர்,નવા માર્ગદર્શક લીડ,نیو مینٹر لیڈ
MENTOR,,NO_MENTOR_FOUND,No Mentor Found,कोणताही मेंटर सापडला नाही,कोई मेंटर नहीं मिला,କୌଣସି ମେଣ୍ଟର ମିଳିଲା ନାହିଁ,మెంటర్ కనుగొనబడలేదు,ಯಾವುದೇ ಮೆಂಟರ್  ಕಂಡುಬಂದಿಲ್ಲ,எந்த வழிகாட்டியும் கிடைக்கவில்லை,કોઈ માર્ગદર્શક મળ્યો નથી,کوئی سرپرست نہیں ملا
MENTOR,,MENTOR_CREATED_SUCCESSFULLY,"The mentor account has been created successfully, and the credentials have been sent","मेंटर खाते यशस्वीरित्या तयार झाले आहे, आणि क्रेडेन्शियल्स लवकरच पाठवले जातील","मेंटर खाता सफलतापूर्वक बनाया गया है, और क्रेडेंशियल्स भेजे गए हैं",ମେଣ୍ଟର ଆକାଉଣ୍ଟ ସଫଳଭାବରେ ତିଆରି ହୋଇଛି ଏବଂ ଆବଶ୍ୟକ ତଥ୍ୟ ପଠାଯାଇଛି,మెంటర్ ఖాతా విజయవంతంగా సృష్టించబడింది మరియు లాగిన్ వివరాలు పంపబడ్డాయి.,"ಮೆಂಟರ್ ಖಾತೆಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ರಚಿಸಲಾಗಿದೆ, ಮತ್ತು ರುಜುವಾತುಗಳನ್ನು ಕಳುಹಿಸಲಾಗಿದೆ","வழிகாட்டி கணக்கு வெற்றிகரமாக உருவாக்கப்பட்டது, மேலும் சான்றுகள் அனுப்பப்பட்டுள்ளன","માર્ગદર્શક ખાતું સફળતાપૂર્વક બનાવવામાં આવ્યું છે, અને ઓળખપત્રો મોકલવામાં આવ્યા છે.",سرپرست اکاؤنٹ کامیابی کے ساتھ بنایا گیا ہے، اور اسناد بھیج دی گئی ہیں۔
MENTOR,,MENTOR_CREATED,The mentor account has been created successfully,मेंटर खाते यशस्वीरित्या तयार झाले आहे,मेंटर खाता सफलतापूर्वक बनाया गया,ମେଣ୍ଟର ଆକାଉଣ୍ଟ ସଫଳଭାବରେ ତିଆରି ହେଲା,మెంటర్ ఖాతా విజయవంతంగా సృష్టించబడింది, ಮೆಂಟರ್ ಖಾತೆಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ರಚಿಸಲಾಗಿದೆ,வழிகாட்டி கணக்கு வெற்றிகரமாக உருவாக்கப்பட்டது,માર્ગદર્શક ખાતું સફળતાપૂર્વક બનાવવામાં આવ્યું છે.,سرپرست اکاؤنٹ کامیابی کے ساتھ بنا دیا گیا ہے۔
