FORM,NO_PHONE,No Phone,फोन नाही,कोई फोन नहीं,କୌଣସି ଫୋନ୍ ନାହିଁ,ఫోన్ లేదు,ಫೋನ್ ಇಲ್ಲ,ஃபோன் இல்லை,ફોન નથી,کوئی فون نہیں۔
FORM,IS_IT_YOUR_OWN_PHONE,Is it your own phone?,हा तुमचा स्वत:चा फोन आहे का?,क्या यह आपका खुद का फोन है?,ଏହା ଆପଣଙ୍କ ନିଜର ଫୋନ୍ କି?,ఇది మీ స్వంత ఫోనా?,ಇದು ನಿಮ್ಮ ಸ್ವಂತ ಫೋನ್ ಆಗಿದೆಯೇ?,இது உங்கள் சொந்த தொலைபேசியா?,શું તે તમારો પોતાનો ફોન છે?,کیا یہ آپ کا اپنا فون ہے؟
FORM,YES,Yes,होय,हाँ,ହଁ,అవును,ಹೌದು,ஆம்,હા,جی ہاں
FORM,NO,No,नाही,नहीं,ନାହିଁ,లేదు,ಇಲ್ಲ,இல்லை,નથી,نہیں
FORM,TYPE_OF_PHONE_AVAILABLE,Type of Phone Available,उपलब्ध फोनचा प्रकार,उपलब्ध फ़ोन का प्रकार,ଉପଲବ୍ଧ ଫୋନର ପ୍ରକାର,అందుబాటులో ఉన్న ఫోన్ రకం,ಲಭ್ಯವಿರುವ ಫೋನ್ ಪ್ರಕಾರ,பயன்படுத்தும் தொலைபேசியின் வகை,ઉપલબ્ધ ફોન પ્રકારો,دستیاب فون کی قسم
FORM,REASON_FOR_DROP_OUT_FROM_SCHOOL,Reason for drop out from School,शाळा सोडण्याचे कारण,स्कूल से बाहर होने का कारण,ପାଠଶାଳାରୁ ତ୍ୟାଗ କରିବାର କାରଣ,పాఠశాల నుండి బయటకు వచ్చిన కారణం,ಶಾಲೆಯಿಂದ ಹೊರಗುಳಿಯಲು ಕಾರಣ,பள்ளியை விட்டு வெளியேறியதற்கான காரணம்,શાળા બહાર રહેવાનું કારણ,سکول چھوڑنے کی وجہ
FORM,EMAIL,Email,ईमेल,ईमेल,ଇମେଲ୍,ఇమెయిల్,ಇಮೇಲ್,மின்னஞ்சல்,ઇમેઇલ,ای میل
FORM,YEAR_OF_JOINING_SCP,Year of joining SCP,एससीपी में शामिल होने का वर्ष,एससीपी में शामिल होने का वर्ष,SCP ରେ ଯୋଗଦାନର ବର୍ଷ,SCPలో చేరిన సంవత్సరం,SCP ಸೇರಿದ ವರ್ಷ,SCP இல் சேர்ந்த ஆண்டு,SCP માં જોડાવાનું વર્ષ,SCP میں شمولیت کا سال
FORM,ASSIGN_CENTERS,Assign Centers,केंद्रे नियुक्त करा,केंद्र आवंटित करें,କେନ୍ଦ୍ର ସୁପର୍ଦ୍ଦ କରନ୍ତୁ,సెంటర్లను కేటాయించండి,ಕೇಂದ್ರಗಳನ್ನು ನಿಯೋಜಿಸಿ,மையங்களை ஒதுக்குங்கள்,કેન્દ્ર ફાળવો,مراکز تفویض کریں۔
FORM,TYPE_OF_COHORT,Type Of Center,केंद्र का प्रकार,केंद्राचा प्रकार,କେନ୍ଦ୍ରର ପ୍ରକାର,కేంద్రం రకం,ಕೇಂದ್ರದ ಪ್ರಕಾರ,மையத்தின் வகை,કેન્દ્રનો પ્રકાર,مرکز کی قسم
FORM,UNIT_NAME,Unit Name,इकाई का नाम,युनिटचे नाव,ୟୁନିଟ୍ ର ନାମ,యూనిట్ పేరు,ಯೂನಿಟ್ ಹೆಸರು,யூனிட் பெயர்,એકમનું નામ,یونٹ کا نام
FORM,SUBJECTS_I_TEACH,Subject I Teach,विषय जो मैं पढ़ाता हूँ,विषय जो मी शिकवतो,ମୁଁ ପଢ଼ାଉଥିବା ବିଷୟ,నేను బోధించే విషయం,ನಾನು ಕಲಿಸುವ ವಿಷಯ,நான் கற்பிக்கும் பாடம்,વિષય હું શીખવે છે,مضمون میں پڑھاتا ہوں۔
FORM,MY_MAIN_SUBJECTS,Main subjects,मुख्य विषय,मुख्य विषय,ମୁଖ୍ୟ ବିଷୟଗୁଡ଼ିକ,ప్రధాన విషయాలు,ಮುಖ್ಯ ವಿಷಯಗಳು,முக்கிய பாடங்கள்,મુખ્ય વિષયો,اہم مضامین
FORM,NUMBER_OF_CLUSTERS_I_TEACH,Number of cluster,क्लस्टर की संख्या,क्लस्टरची संख्या,କ୍ଲଷ୍ଟର ସଂଖ୍ୟା,క్లస్టర్ సంఖ్య,ಕ್ಲಸ್ಟರ್ ಸಂಖ್ಯೆ,கிளஸ்டர் எண்ணிக்கை,ક્લસ્ટરની સંખ્યા,کلسٹر کی تعداد
FORM,DESIGNATION,Designation,पद,हुद्दा,ପଦବୀ,హోదా,ಹುದ್ದೆ,பதவி,હોદ્દો,عہدہ
FORM,REGULAR,Regular,नियमित,नियमित,ନିୟମିତ,రెగ్యులర్,ನಿಯಮಿತ,ரெகுலர்,નિયમિત,باقاعدہ
FORM,REMOTE,Remote,रिमोट,दूरस्थ,ରିମୋଟ୍,రిమోట్,ರಿಮೋಟ್,ரிமோட்,રિમોટ,ریموٹ
FORM,NOTE_THIS_WILL_BE_CENTER_NAME,Note : This will be center name,नोट: यह केंद्र का नाम होगा,टीप : हे केंद्राचे नाव असेल,ଟିପ୍ପଣୀ: ଏହା କେନ୍ଦ୍ର ନାମ ହେବ,గమనిక: ఇది కేంద్ర పేరు,ಗಮನಿಸಿ: ಇದು ಸೆಂಟರ್ ಹೆಸರಾಗಿರುತ್ತದೆ.,குறிப்பு: இது மையப் பெயராக இருக்கும்,નોંધ: આ કેન્દ્રનું નામ હશે,نوٹ: یہ مرکز کا نام ہوگا۔
FORM,STATE,State,राज्य,राज्य,ରାଜ୍ୟ,రాష్ట్రం,ರಾಜ್ಯ,மாநிலம்,રાજ્ય,ریاست
FORM,DISTRICT,District,जिला,जिल्हा,ଜିଲ୍ଲା,జిల్లా,ಜಿಲ್ಲೆ,மாவட்டம்,જિલ્લો,ضلع
FORM,BLOCK,Block,ब्लॉक,ब्लॉक,ବ୍ଲକ୍,బ్లాక్,ಬ್ಲಾಕ್,ஒன்றியம்,બ્લોક,بلاک
FORM,ACTION,Actions,क्रियाएँ,क्रिया,କାର୍ଯ୍ୟ,చర్యలు,ಕ್ರಿಯೆಗಳು,செயல்கள்,ક્રિયા,اعمال
FORM,STATUS,Status,स्थिति,स्थिती,ସ୍ଥିତି,స్థితి,ಸ್ಥಿತಿ,நிலை,સ્થિતિ,حیثیت
FORM,NAME,Name,नाम,नाव,ନାମ,పేరు,ಹೆಸರು,பெயர்,નામ,نام
FORM,MOBILE_NUMBER,Mobile Number,मोबाइल नंबर,मोबाइल नंबर,ମୋବାଇଲ୍ ନମ୍ବର,మొబైల్ నంబర్,ಮೊಬೈಲ್ ನಂಬರ್,மொபைல் எண்,મોબાઈલ નંબર,موبائل نمبر
FORM,CENTER,Center,सेंटर,केंद्र,କେନ୍ଦ୍ର,కేంద్రం,ಸೆಂಟರ್,மையம்,કેન્દ્ર,مرکز
FORM,ENGLISH,English,अंग्रेज़ी,इंग्रजी,ଇଂରାଜୀ,ఇంగ్లీష్,ಇಂಗ್ಲೀಷ್,ஆங்கிலம்,અંગ્રેજી,انگریزی
FORM,HOME_SCIENCE,Home Science,गृह विज्ञान,गृह विज्ञान,ଗୃହ ବିଜ୍ଞାନ,హోమ్ సైన్స్,ಗೃಹ ವಿಜ್ಞಾನ,மனையியல்,ગૃહ વિજ્ઞાન,ہوم سائنس
FORM,MATH,Math,गणित,गणित,ଗଣିତ,గణితం,ಗಣಿತ,கணிதம்,ગણિત,ریاضی
FORM,LANGUAGE,Language,भाषा,भाषा,ଭାଷା,భాష,ಭಾಷೆ,மொழி,ભાષા,زبان
FORM,SCIENCE,Science,विज्ञान,विज्ञान,ବିଜ୍ଞାନ,సైన్స్,ವಿಜ್ಞಾನ,அறிவியல்,વિજ્ઞાન,سائنس
FORM,SOCIAL_SCIENCE,Social Science,सामाजिक विज्ञान,सामाजिक विज्ञान,ସାମାଜିକ ବିଜ୍ଞାନ,సామాజిక శాస్త్రం,ಸಮಾಜ ವಿಜ್ಞಾನ,சமூக அறிவியல்,સામાજિક વિજ્ઞાન,سوشل سائنس
FORM,LIFE_SKILLS,Life Skills,जीवन कौशल,जीवन कौशल्ये,ଜୀବନ କୌଶଳ,లైఫ్ స్కిల్స్,ಜೀವನ ಕೌಶಲ್ಯಗಳು,வாழ்க்கைத் திறன்கள்,જીવન કૌશલ્ય,زندگی کی مہارتیں
FORM,NAME_OF_GUARDIAN,Name of Guardian,पालकाचे नाव,अभिभावक का नाम,ଅଭିଭାବକଙ୍କ ନାମ,గార్డియన్ పేరు,ಪಾಲಕರ ಹೆಸರು,பராமரிப்பவரின் பெயர்,વાલીનું નામ,سرپرست کا نام
FORM,RELATION_WITH_GUARDIAN,Relation with Guardian,पालकाशी नाते,अभिभावक के साथ संबंध,ଅଭିଭାବକ ସହିତ ସମ୍ପର୍କ,గార్డియన్‌తో సంబంధం,ಪಾಲಕರೊಂದಿಗೆ ಸಂಬಂಧ,பராமரிப்பவருடன் உள்ள உறவு,વાલી સાથેનો સંબંધ,گارڈین کے ساتھ تعلق
FORM,PHONE_NUMBER,Phone Number,फोन नंबर,फोन नंबर,ଫୋନ୍ ନମ୍ବର,ఫోన్ నంబర్,ದೂರವಾಣಿ ಸಂಖ್ಯೆ,தொலைபேசி எண்,ફોન નંબર,فون نمبر
FORM,DOES_THIS_PHONE_BELONG_TO_YOU,Does This Phone Belong to You?,हा फोन नंबर तुमचा आहे का?,क्या यह फोन आपका है?,ଏହି ଫୋନ୍ ଆପଣଙ୍କର କି?,ఈ ఫోన్ మీదా?,ಈ ಫೋನ್ ನಿಮಗೆ ಸಂಬಂಧಪಟ್ಟದು吗?,இந்த தொலைபேசி எண் உங்களுக்கு சொந்தமானதா?,શું આ ફોન તમારો છે?,کیا یہ فون آپ کا ہے؟
FORM,HIGHEST_EDCATIONAL_QUALIFICATION_OR_LAST_PASSED_GRADE,Highest Educational Qualification or Last Passed Grade,तुमची उच्च शैक्षणिक पात्रता किंवा शेवटचा उत्तीर्ण वर्ग,उच्चतम शैक्षिक योग्यता या अंतिम उत्तीर्ण कक्षा,ସର୍ବାଧିକ ଶିକ୍ଷାଗତ ଯୋଗ୍ୟତା କିମ୍ବା ଶେଷ ପାସ୍ କରିଥିବା ଶ୍ରେଣୀ,అత్యున్నత విద్యార్హత లేదా చివరి గ్రేడ్ ఉత్తీర్ణత,ಉನ್ನತ ಶಿಕ್ಷಣ ಅರ್ಹತೆ ಅಥವಾ ಕೊನೆಯ ಪಾಸಾದ ಹಂತ,உயர்தர கல்வி தகுதி அல்லது கடைசியாக தேர்ச்சி பெற்ற வகுப்பு,ઉચ્ચતમ શૈક્ષણિક લાયકાત અથવા છેલ્લે પાસ કરેલ ગ્રેડ,اعلیٰ ترین تعلیمی قابلیت یا آخری پاس شدہ گریڈ
FORM,WHAT_IS_YOUR_PREFERRED_MODE_OF_LEARNING,What is Your Preferred Mode of Learning?,तुमचा शिकण्याचा प्राधान्य मोड काय आहे?,आपकी पसंदीदा अध्ययन विधि क्या है?,ଆପଣଙ୍କ ପସନ୍ଦୀୟ ଶିକ୍ଷା ଧାରା କଣ?,మీరు ఇష్టపడే అభ్యాస విధానం ఏమిటి?,ನಿಮ್ಮ ಇಚ್ಛಿತ ಅಧ್ಯಯನ ವಿಧಾನವೇನು?,உங்கள் விருப்பமான கற்றல் முறை என்ன?,તમારી પસંદગીની શિક્ષણ પદ્ધતિ શું છે?,سیکھنے کا آپ کا پسندیدہ طریقہ کیا ہے؟
FORM,ARE_YOU_CURRENTLY_WORKING_IF_YES_CHOOSE_THE_DOMAIN,"Are You Currently Working? If Yes, Choose the Domain","तुम्ही सध्या काम करत आहात का? होय असल्यास, क्षेत्र निवडा","क्या आप वर्तमान में काम कर रहे हैं? यदि हां, तो डोमेन चुनें","ଆପଣ ବର୍ତ୍ତମାନ କାମ କରୁଛନ୍ତି କି? ଯଦି ହଁ, ତେବେ କ୍ଷେତ୍ର ଚୟନ କରନ୍ତୁ","మీరు ప్రస్తుతం పని చేస్తున్నారా? అవును అయితే, డొమైన్‌ను ఎంచుకోండి","ನೀವು ಪ್ರಸ್ತುತ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಹೌದು ಎಂದರೆ, ವಲಯವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ","நீங்கள் தற்போது வேலைசெய்து வருகிறீர்களா? ஆம் என்றால், துறையை தேர்வு செய்யவும்","શું તમે હાલમાં કામ કરો છો? જો હા, તો ડોમેન પસંદ કરો",کیا آپ فی الحال کام کر رہے ہیں؟ اگر ہاں، تو ڈومین کا انتخاب کریں۔
